Cell_id,Cell_Latitude,Cell_Longitude,Venue_Id,Venue_Name,Venue_All_Categories,Venue_Latitude,Venue_Longitude,Venue_Location,Venue_Distance,Borough_Name,Venue_Category_Name,Venue_Category_Id
"55.854084846418864,37.49294792502265",55.85408484641886,37.49294792502265,506d2a79e4b01fa633be55dc,Dance & Beauty,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.85638558583642,37.492634423913096,"ул. Лавочкина, 34, 125581",256,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.854084846418864,37.49294792502265",55.85408484641886,37.49294792502265,50aef982e4b0211a3142af34,Бассейн,"[('Gym Pool', '4bf58dd8d48988d105941735')]",55.851671742400285,37.49188492348128,"X-Fit (Флотская ул., 5в)",276,Левобережный,Gym Pool,4bf58dd8d48988d105941735
"55.854084846418864,37.49294792502265",55.85408484641886,37.49294792502265,4d079094a26854817962c7bd,City Fitness,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.855302144481776,37.49403082865512,"ул. Лавочкина, д. 32",151,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.854084846418864,37.49294792502265",55.85408484641886,37.49294792502265,5298a52f498e5adec1a46baf,Студия 212,"[('Yoga Studio', '4bf58dd8d48988d102941735')]",55.85643081267345,37.49470604726867,"Лавочкина, 34",283,Ховрино,Yoga Studio,4bf58dd8d48988d102941735
"55.82497863730778,37.64333973603833",55.82497863730778,37.64333973603833,51192f29e4b09cd79a4c7d55,Школа Волейбола Залп,"[('Gym', '4bf58dd8d48988d176941735')]",55.82309506689464,37.647672931978796,Россия,342,Алексеевский,Gym,4bf58dd8d48988d176941735
"55.80605266138362,37.74050453287647",55.80605266138362,37.740504532876464,4e6e3b7152b1d151b7eedb45,Локо-Спорт,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.805935721860386,37.739550195383615,"ул. Большая Черкизовская, 125c4, 107553",61,Преображенское,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.80605266138362,37.74050453287647",55.80605266138362,37.740504532876464,4bdc01fb3904a593589f4c9e,Зебра,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.80425827478573,37.74085274536501,"ул. Большая Черкизовская, 125А",200,Преображенское,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.80087844388932,37.76698386057295",55.800878443889324,37.76698386057296,4fc0b343e4b0117b734eeaea,Бойцовский Клуб KF-Fighters,"[('Martial Arts Dojo', '4bf58dd8d48988d101941735')]",55.800501124928275,37.762062516021096,Сиреневый Бульвар 4 стр 3,310,Измайлово,Martial Arts Dojo,4bf58dd8d48988d101941735
"55.79915250738568,37.77580838100944",55.799152507385685,37.77580838100943,4edf38cd9a52cb6e8f0f3ae7,"Спортивный Клуб ""Качалка""","[('Gym', '4bf58dd8d48988d176941735')]",55.79779435741032,37.775469914777645,Москва,152,Измайлово,Gym,4bf58dd8d48988d176941735
"55.79569883926423,37.793454537551014",55.79569883926423,37.79345453755101,4f478ce4e4b0bde507df3922,Фитнес-клуб Гармония,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.797214819926275,37.791712689306344,7я Парковая 15,200,Измайлово,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.79397110794459,37.8022761732775",55.79397110794459,37.802276173277505,4da03ef76fd25481cc015a9b,Спортивный клуб O2,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.79461666915617,37.805870189120114,"11-я Парковая ул., 24",236,Восточное Измайлово,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.79224277865113,37.81109684705573",55.79224277865113,37.81109684705573,4da83e72a86e68edb7d80f47,Фитнес-клуб Сана,"[('Gym', '4bf58dd8d48988d176941735')]",55.79129023709451,37.811551724542646,"Нижняя Первомайская ул., 65",109,Восточное Измайлово,Gym,4bf58dd8d48988d176941735
"55.86777917481484,37.44685662442891",55.86777917481484,37.446856624428904,4fb8e2f2e4b0f254869688b2,Дорожка Вдоль Набережной,"[('Track', '4bf58dd8d48988d106941735')]",55.870746733024966,37.44674926256487,Россия,330,Северное Тушино,Track,4bf58dd8d48988d106941735
"55.86437003686758,37.46457625759488",55.864370036867584,37.46457625759488,4e68fd4ca8095c020057e603,Клуб Ладога,"[('Gym', '4bf58dd8d48988d176941735')]",55.86637796025399,37.46752975272517,"Валдайский пр-д, 8",289,Левобережный,Gym,4bf58dd8d48988d176941735
"55.85925180203284,37.49114854537422",55.859251802032844,37.491148545374216,4c7fd530d4e2370417194f88,Wild Athletic Club,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.86062626527804,37.495234552457966,"ул. Фестивальная, 53а",297,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.85754451690414,37.50000406398943",55.85754451690414,37.50000406398943,4d2d6f86fd2e236a7843f0de,Kenga (Кенга),"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.858312422158185,37.50109070260169,"ул. Фестивальная, 22 корп. 6а, 125581",109,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.845576640331984,37.56196592516599",55.84557664033198,37.56196592516599,55f53ab2498ec3d224571de8,Зебра,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.847881187255275,37.56480579349167,"3-й Нижнелихоборский проезд, д. 1, стр. 16",311,Тимирязевский,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.84386453393585,37.57081379311571",55.84386453393585,37.57081379311571,528250f211d24e3d86881eed,Me Yoga,"[('Yoga Studio', '4bf58dd8d48988d102941735')]",55.84397407531907,37.57439398069022,"Локомотивный проезд, 19",224,Тимирязевский,Yoga Studio,4bf58dd8d48988d102941735
"55.830146023603504,37.641562260860816",55.8301460236035,37.64156226086081,4fb4a3bbe4b03dfe92986106,Норд-СВАО бокс,"[('Martial Arts Dojo', '4bf58dd8d48988d101941735')]",55.830581878210246,37.64679217623769,"ул. Сергея Эйзенштейна, 2",330,Ростокино,Martial Arts Dojo,4bf58dd8d48988d101941735
"55.828428504646375,37.6504015069451",55.82842850464639,37.6504015069451,4f61fe32e4b0233fb3bdeea2,Yoga Practika,"[('Yoga Studio', '4bf58dd8d48988d102941735')]",55.82738977870082,37.65192293315543,"ул. Касаткина, 1, корп. 1",149,Алексеевский,Yoga Studio,4bf58dd8d48988d102941735
"55.824991664924376,37.668077122069484",55.82499166492438,37.66807712206949,5041d1d3e4b00690ba6c50e4,Бассейн ДЮСАШ,"[('Gym Pool', '4bf58dd8d48988d105941735')]",55.82336527261341,37.66795971297213,"ул. Касаткина, 23, 129301",181,Алексеевский,Gym Pool,4bf58dd8d48988d105941735
"55.824991664924376,37.668077122069484",55.82499166492438,37.66807712206949,4f649e1ee4b0c7552ced5b3e,Касаткина 19,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.82328786934162,37.665436175769116,Касаткина 19,251,Алексеевский,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.802593725386615,37.78287501678521",55.80259372538662,37.78287501678521,53f35070498e1cd3c3f25924,X-Line Fitness,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.804547073437604,37.78139876275785,Россия,236,Северное Измайлово,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.86783150350178,37.4716323445597",55.867831503501776,37.4716323445597,4ec91b488b81dcfdc55c99db,Скалодром Rock-climbing.ru,"[('Climbing Gym', '503289d391d4c4b30a586d6a')]",55.870124428628465,37.46942076507786,"ТЦ «Экстрим» (Смольная ул., 63Б)",290,Левобережный,Climbing Gym,503289d391d4c4b30a586d6a
"55.86612545203364,37.48049106523366",55.86612545203364,37.48049106523366,52824fd9498e7b3527278a49,CrossFit Idol,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.864174,37.484634,"ул. Лавочкина, 23",337,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.86441879694351,37.489348830409945",55.86441879694351,37.489348830409945,51f26199498e0c6c711a2825,Студия йоги Ганеша,"[('Yoga Studio', '4bf58dd8d48988d102941735')]",55.86405647223278,37.49431783467252,"Петрозаводская, 15",313,Ховрино,Yoga Studio,4bf58dd8d48988d102941735
"55.84046232850826,37.61325710603337",55.84046232850825,37.613257106033366,502e28a3e4b04de6f2f98303,Площадка для воркаута,"[('Outdoor Gym', '58daa1558bbb0b01f18ec203')]",55.83839852639731,37.61210638407944,ВДНХ,240,Останкинский,Outdoor Gym,58daa1558bbb0b01f18ec203
"55.80430674136854,37.79876713582999",55.80430674136854,37.79876713582999,56b106f2498e86abb89e6db9,Олимпик Фитнес,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.806729523943964,37.80135309684215,Константина Федина Д. 11,314,Северное Измайлово,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.802578454886174,37.80759037390222",55.80257845488618,37.80759037390222,5112170ce4b051964055136f,Тренажерный зал,"[('Gym', '4bf58dd8d48988d176941735')]",55.80110521228987,37.80597160862312,"11–я Парковая ул.,  36",192,Восточное Измайлово,Gym,4bf58dd8d48988d176941735
"55.802578454886174,37.80759037390222",55.80257845488618,37.80759037390222,4fa3d674e4b098f429fda153,Дорожка,"[('Track', '4bf58dd8d48988d106941735')]",55.8019488582526,37.805993018903656,11-я Парковая (Верхняя Первомайская),122,Восточное Измайлово,Track,4bf58dd8d48988d106941735
"55.79912008772049,37.82523396197705",55.79912008772049,37.82523396197705,4eb39a459adf115272dca597,Фитнес Спарта,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.801573594074014,37.82797183187155,"16-я Парковая ул., 27, город Москва, город Москва",322,Восточное Измайлово,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.86787859918567,37.4964068807201",55.86787859918568,37.4964068807201,4da70a944df0260c3e9ef20a,Париж Life,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.8659744350603,37.4957490295489,"ул. Петрозаводская, 11/3",215,Ховрино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.85419903109634,37.56723724984255",55.85419903109634,37.56723724984255,4bc9c4f4cc8cd13a5116bccf,FitОстров,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.85280655255714,37.568559739394686,"БЦ «Лихоборский» (Дмитровское ш., 60а), 127474",175,Бескудниковский,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.85419903109634,37.56723724984255",55.85419903109634,37.56723724984255,517013e9e4b00bf1a086993b,зебра,"[('Gym', '4bf58dd8d48988d176941735')]",55.85475316625517,37.56725731602308,"Дмитровское шоссе, 60а",61,Восточное Дегунино,Gym,4bf58dd8d48988d176941735
"55.84048091682878,37.638006326612725",55.84048091682879,37.638006326612725,4f281dc0e4b0ca643fc1f7f8,"фитнес ""класс""","[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.83873808896661,37.63911702665664,ул. сельскохозяйственная,206,Ростокино,Gym / Fitness Center,4bf58dd8d48988d175941735
